,Latitude,Longitude,Preds
9295,41.686398,-87.531635,1
9296,41.686398,-87.531635,1
9297,41.686398,-87.531635,1
9298,41.686398,-87.531635,1
9299,41.686398,-87.531635,1
9300,41.686398,-87.531635,1
9301,41.686398,-87.531635,1
9302,41.686398,-87.531635,1
9351,41.717753,-87.531657,1
9352,41.717753,-87.531657,1
9353,41.717753,-87.531657,1
9354,41.717753,-87.531657,1
9355,41.717753,-87.531657,1
9356,41.717753,-87.531657,1
9357,41.717753,-87.531657,1
9358,41.717753,-87.531657,1
9687,41.95469,-87.800991,1
9688,41.95469,-87.800991,1
9689,41.95469,-87.800991,1
9690,41.95469,-87.800991,1
9691,41.95469,-87.800991,1
9692,41.95469,-87.800991,1
9693,41.95469,-87.800991,1
9694,41.95469,-87.800991,1
9695,41.95469,-87.800991,1
9696,41.95469,-87.800991,1
9697,41.95469,-87.800991,1
9698,41.994991,-87.769279,1
9699,41.994991,-87.769279,1
9700,41.994991,-87.769279,1
9701,41.994991,-87.769279,1
9702,41.994991,-87.769279,1
9703,41.994991,-87.769279,1
9704,41.994991,-87.769279,1
9705,41.994991,-87.769279,1
9706,41.974089,-87.824812,1
9707,41.974089,-87.824812,1
9708,41.974089,-87.824812,1
9709,41.974089,-87.824812,1
9710,41.974089,-87.824812,1
9711,41.974089,-87.824812,1
9712,41.974089,-87.824812,1
9713,41.974089,-87.824812,1
9762,41.688324,-87.676709,1
9763,41.688324,-87.676709,1
9764,41.688324,-87.676709,1
9765,41.688324,-87.676709,1
9766,41.688324,-87.676709,1
9767,41.688324,-87.676709,1
9768,41.688324,-87.676709,1
9769,41.688324,-87.676709,1
9802,41.999128999999996,-87.795585,1
9803,41.999128999999996,-87.795585,1
9804,41.999128999999996,-87.795585,1
9805,41.999128999999996,-87.795585,1
9806,41.999128999999996,-87.795585,1
9807,41.999128999999996,-87.795585,1
9808,41.999128999999996,-87.795585,1
9809,41.999128999999996,-87.795585,1
9810,42.01743,-87.68776899999999,1
9811,42.01743,-87.68776899999999,1
9812,42.01743,-87.68776899999999,1
9813,42.01743,-87.68776899999999,1
9814,42.01743,-87.68776899999999,1
9815,42.01743,-87.68776899999999,1
9816,42.01743,-87.68776899999999,1
9817,42.01743,-87.68776899999999,1
9818,41.907645,-87.760886,1
9819,41.907645,-87.760886,1
9820,41.907645,-87.760886,1
9821,41.907645,-87.760886,1
9822,41.907645,-87.760886,1
9823,41.907645,-87.760886,1
9824,41.907645,-87.760886,1
9825,41.907645,-87.760886,1
9834,41.981964000000005,-87.812827,1
9835,41.981964000000005,-87.812827,1
9836,41.981964000000005,-87.812827,1
9837,41.981964000000005,-87.812827,1
9838,41.981964000000005,-87.812827,1
9839,41.981964000000005,-87.812827,1
9840,41.981964000000005,-87.812827,1
9841,41.981964000000005,-87.812827,1
9842,41.944869,-87.832763,1
9843,41.944869,-87.832763,1
9844,41.944869,-87.832763,1
9845,41.944869,-87.832763,1
9846,41.944869,-87.832763,1
9847,41.944869,-87.832763,1
9848,41.944869,-87.832763,1
9849,41.944869,-87.832763,1
9850,42.011601,-87.81150600000001,1
9851,42.011601,-87.81150600000001,1
9852,42.011601,-87.81150600000001,1
9853,42.011601,-87.81150600000001,1
9854,42.011601,-87.81150600000001,1
9855,42.011601,-87.81150600000001,1
9856,42.011601,-87.81150600000001,1
9857,42.011601,-87.81150600000001,1
9858,41.94983,-87.69845699999999,1
9859,41.94983,-87.69845699999999,1
9860,41.94983,-87.69845699999999,1
9861,41.94983,-87.69845699999999,1
9862,41.94983,-87.69845699999999,1
9863,41.94983,-87.69845699999999,1
9864,41.94983,-87.69845699999999,1
9865,41.94983,-87.69845699999999,1
9866,41.979243,-87.750938,1
9867,41.979243,-87.750938,1
9868,41.979243,-87.750938,1
9869,41.979243,-87.750938,1
9870,41.979243,-87.750938,1
9871,41.979243,-87.750938,1
9872,41.979243,-87.750938,1
9873,41.979243,-87.750938,1
9874,41.986921,-87.689778,1
9875,41.986921,-87.689778,1
9876,41.986921,-87.689778,1
9877,41.986921,-87.689778,1
9878,41.986921,-87.689778,1
9879,41.986921,-87.689778,1
9880,41.986921,-87.689778,1
9881,41.986921,-87.689778,1
9882,41.801497999999995,-87.763416,1
9883,41.801497999999995,-87.763416,1
9884,41.801497999999995,-87.763416,1
9885,41.801497999999995,-87.763416,1
9886,41.801497999999995,-87.763416,1
9887,41.801497999999995,-87.763416,1
9888,41.801497999999995,-87.763416,1
9889,41.801497999999995,-87.763416,1
9922,41.662014,-87.72460799999999,1
9923,41.662014,-87.72460799999999,1
9924,41.662014,-87.72460799999999,1
9925,41.662014,-87.72460799999999,1
9926,41.662014,-87.72460799999999,1
9927,41.662014,-87.72460799999999,1
9928,41.662014,-87.72460799999999,1
9929,41.662014,-87.72460799999999,1
9930,41.961743,-87.76007,1
9931,41.961743,-87.76007,1
9932,41.961743,-87.76007,1
9933,41.961743,-87.76007,1
9934,41.961743,-87.76007,1
9935,41.961743,-87.76007,1
9936,41.961743,-87.76007,1
9937,41.961743,-87.76007,1
9938,41.953067,-87.776792,1
9939,41.953067,-87.776792,1
9940,41.953067,-87.776792,1
9941,41.953067,-87.776792,1
9942,41.953067,-87.776792,1
9943,41.953067,-87.776792,1
9944,41.953067,-87.776792,1
9945,41.953067,-87.776792,1
9954,41.958271,-87.702575,1
9955,41.958271,-87.702575,1
9956,41.958271,-87.702575,1
9957,41.958271,-87.702575,1
9958,41.958271,-87.702575,1
9959,41.958271,-87.702575,1
9960,41.958271,-87.702575,1
9961,41.958271,-87.702575,1
9986,41.916265,-87.800515,1
9987,41.916265,-87.800515,1
9988,41.916265,-87.800515,1
9989,41.916265,-87.800515,1
9990,41.916265,-87.800515,1
9991,41.916265,-87.800515,1
9992,41.916265,-87.800515,1
9993,41.916265,-87.800515,1
10002,41.918704999999996,-87.752329,1
10003,41.918704999999996,-87.752329,1
10004,41.918704999999996,-87.752329,1
10005,41.918704999999996,-87.752329,1
10006,41.918704999999996,-87.752329,1
10007,41.918704999999996,-87.752329,1
10008,41.918704999999996,-87.752329,1
10009,41.918704999999996,-87.752329,1
10010,41.682587,-87.707973,1
10011,41.682587,-87.707973,1
10012,41.682587,-87.707973,1
10013,41.682587,-87.707973,1
10014,41.682587,-87.707973,1
10015,41.682587,-87.707973,1
10016,41.682587,-87.707973,1
10017,41.682587,-87.707973,1
10018,41.725516999999996,-87.61425799999999,1
10019,41.725516999999996,-87.61425799999999,1
10020,41.725516999999996,-87.61425799999999,1
10021,41.725516999999996,-87.61425799999999,1
10022,41.725516999999996,-87.61425799999999,1
10023,41.725516999999996,-87.61425799999999,1
10024,41.725516999999996,-87.61425799999999,1
10025,41.725516999999996,-87.61425799999999,1
10026,41.948167,-87.730698,1
10027,41.948167,-87.730698,1
10028,41.948167,-87.730698,1
10029,41.948167,-87.730698,1
10030,41.948167,-87.730698,1
10031,41.948167,-87.730698,1
10032,41.948167,-87.730698,1
10033,41.948167,-87.730698,1
10034,41.963976,-87.69181,1
10035,41.963976,-87.69181,1
10036,41.963976,-87.69181,1
10037,41.963976,-87.69181,1
10038,41.963976,-87.69181,1
10039,41.963976,-87.69181,1
10040,41.963976,-87.69181,1
10041,41.963976,-87.69181,1
10042,41.953705,-87.733974,1
10043,41.953705,-87.733974,1
10044,41.953705,-87.733974,1
10045,41.953705,-87.733974,1
10046,41.953705,-87.733974,1
10047,41.953705,-87.733974,1
10048,41.953705,-87.733974,1
10049,41.953705,-87.733974,1
10050,41.964242,-87.757639,1
10051,41.964242,-87.757639,1
10052,41.964242,-87.757639,1
10053,41.964242,-87.757639,1
10054,41.964242,-87.757639,1
10055,41.964242,-87.757639,1
10056,41.964242,-87.757639,1
10057,41.964242,-87.757639,1
10058,41.964242,-87.757639,1
10059,41.990284,-87.797127,1
10060,41.990284,-87.797127,1
10061,41.990284,-87.797127,1
10062,41.990284,-87.797127,1
10063,41.990284,-87.797127,1
10064,41.990284,-87.797127,1
10065,41.990284,-87.797127,1
10066,41.990284,-87.797127,1
10067,42.008314,-87.77792099999999,1
10068,42.008314,-87.77792099999999,1
10069,42.008314,-87.77792099999999,1
10070,42.008314,-87.77792099999999,1
10071,42.008314,-87.77792099999999,1
10072,42.008314,-87.77792099999999,1
10073,42.008314,-87.77792099999999,1
10074,42.008314,-87.77792099999999,1
10075,41.991429,-87.747113,1
10076,41.991429,-87.747113,1
10077,41.991429,-87.747113,1
10078,41.991429,-87.747113,1
10079,41.991429,-87.747113,1
10080,41.991429,-87.747113,1
10081,41.991429,-87.747113,1
10082,41.991429,-87.747113,1
10091,41.921177,-87.79518,1
10092,41.921177,-87.79518,1
10093,41.921177,-87.79518,1
10094,41.921177,-87.79518,1
10095,41.921177,-87.79518,1
10096,41.921177,-87.79518,1
10097,41.921177,-87.79518,1
10098,41.921177,-87.79518,1
10155,41.966986999999996,-87.674677,1
10156,41.966986999999996,-87.674677,1
10157,41.966986999999996,-87.674677,1
10158,41.966986999999996,-87.674677,1
10159,41.966986999999996,-87.674677,1
10160,41.966986999999996,-87.674677,1
10161,41.966986999999996,-87.674677,1
10162,41.966986999999996,-87.674677,1
10163,41.923738,-87.785288,1
10164,41.923738,-87.785288,1
10165,41.923738,-87.785288,1
10166,41.923738,-87.785288,1
10167,41.923738,-87.785288,1
10168,41.923738,-87.785288,1
10169,41.923738,-87.785288,1
10170,41.923738,-87.785288,1
10171,41.970248,-87.787992,1
10172,41.970248,-87.787992,1
10173,41.970248,-87.787992,1
10174,41.970248,-87.787992,1
10175,41.970248,-87.787992,1
10176,41.970248,-87.787992,1
10177,41.970248,-87.787992,1
10178,41.970248,-87.787992,1
10187,41.899229999999996,-87.716788,1
10188,41.899229999999996,-87.716788,1
10189,41.899229999999996,-87.716788,1
10190,41.899229999999996,-87.716788,1
10191,41.899229999999996,-87.716788,1
10192,41.899229999999996,-87.716788,1
10193,41.899229999999996,-87.716788,1
10194,41.899229999999996,-87.716788,1
10195,41.692555,-87.598865,1
10196,41.692555,-87.598865,1
10197,41.692555,-87.598865,1
10198,41.692555,-87.598865,1
10199,41.692555,-87.598865,1
10200,41.692555,-87.598865,1
10201,41.692555,-87.598865,1
10202,41.692555,-87.598865,1
10221,41.942114000000004,-87.776385,1
10222,41.942114000000004,-87.776385,1
10223,41.942114000000004,-87.776385,1
10224,41.942114000000004,-87.776385,1
10225,41.942114000000004,-87.776385,1
10226,41.942114000000004,-87.776385,1
10227,41.942114000000004,-87.776385,1
10228,41.942114000000004,-87.776385,1
10229,41.960615999999995,-87.777189,1
10230,41.960615999999995,-87.777189,1
10231,41.960615999999995,-87.777189,1
10232,41.960615999999995,-87.777189,1
10233,41.960615999999995,-87.777189,1
10234,41.960615999999995,-87.777189,1
10235,41.960615999999995,-87.777189,1
10236,41.960615999999995,-87.777189,1
10253,41.962728000000006,-87.748367,1
10254,41.962728000000006,-87.748367,1
10255,41.962728000000006,-87.748367,1
10256,41.962728000000006,-87.748367,1
10257,41.962728000000006,-87.748367,1
10258,41.962728000000006,-87.748367,1
10259,41.962728000000006,-87.748367,1
10260,41.962728000000006,-87.748367,1
10269,41.837084999999995,-87.729384,1
10270,41.837084999999995,-87.729384,1
10271,41.837084999999995,-87.729384,1
10272,41.837084999999995,-87.729384,1
10273,41.837084999999995,-87.729384,1
10274,41.837084999999995,-87.729384,1
10275,41.837084999999995,-87.729384,1
10276,41.837084999999995,-87.729384,1
10277,41.911823999999996,-87.726737,1
10278,41.911823999999996,-87.726737,1
10279,41.911823999999996,-87.726737,1
10280,41.911823999999996,-87.726737,1
10281,41.911823999999996,-87.726737,1
10282,41.911823999999996,-87.726737,1
10283,41.911823999999996,-87.726737,1
10284,41.911823999999996,-87.726737,1
10301,41.800737,-87.71188000000001,1
10302,41.800737,-87.71188000000001,1
10303,41.800737,-87.71188000000001,1
10304,41.800737,-87.71188000000001,1
10305,41.800737,-87.71188000000001,1
10306,41.800737,-87.71188000000001,1
10307,41.800737,-87.71188000000001,1
10308,41.800737,-87.71188000000001,1
10309,41.778296999999995,-87.752411,1
10310,41.778296999999995,-87.752411,1
10311,41.778296999999995,-87.752411,1
10312,41.778296999999995,-87.752411,1
10313,41.778296999999995,-87.752411,1
10314,41.778296999999995,-87.752411,1
10315,41.778296999999995,-87.752411,1
10316,41.778296999999995,-87.752411,1
10326,41.759346,-87.745602,1
10327,41.759346,-87.745602,1
10328,41.759346,-87.745602,1
10329,41.759346,-87.745602,1
10330,41.759346,-87.745602,1
10331,41.759346,-87.745602,1
10332,41.759346,-87.745602,1
10333,41.759346,-87.745602,1
10342,41.797616,-87.797894,1
10343,41.797616,-87.797894,1
10344,41.797616,-87.797894,1
10345,41.797616,-87.797894,1
10346,41.797616,-87.797894,1
10347,41.797616,-87.797894,1
10348,41.797616,-87.797894,1
10349,41.797616,-87.797894,1
10350,41.781416,-87.77653199999999,1
10351,41.781416,-87.77653199999999,1
10352,41.781416,-87.77653199999999,1
10353,41.781416,-87.77653199999999,1
10354,41.781416,-87.77653199999999,1
10355,41.781416,-87.77653199999999,1
10356,41.781416,-87.77653199999999,1
10357,41.781416,-87.77653199999999,1
10438,41.798697,-87.736812,1
10439,41.798697,-87.736812,1
10440,41.798697,-87.736812,1
10441,41.798697,-87.736812,1
10442,41.798697,-87.736812,1
10443,41.798697,-87.736812,1
10444,41.798697,-87.736812,1
10445,41.798697,-87.736812,1
10446,41.776156,-87.778927,1
10447,41.776156,-87.778927,1
10448,41.776156,-87.778927,1
10449,41.776156,-87.778927,1
10450,41.776156,-87.778927,1
10451,41.776156,-87.778927,1
10452,41.776156,-87.778927,1
10453,41.776156,-87.778927,1
10510,41.686398,-87.531635,1
10511,41.686398,-87.531635,1
10512,41.686398,-87.531635,1
10513,41.686398,-87.531635,1
10514,41.686398,-87.531635,1
10515,41.686398,-87.531635,1
10516,41.686398,-87.531635,1
10517,41.686398,-87.531635,1
10550,41.644612,-87.60449799999999,1
10551,41.644612,-87.60449799999999,1
10552,41.644612,-87.60449799999999,1
10553,41.644612,-87.60449799999999,1
10554,41.644612,-87.60449799999999,1
10555,41.644612,-87.60449799999999,1
10556,41.644612,-87.60449799999999,1
10557,41.644612,-87.60449799999999,1
10566,41.717753,-87.531657,1
10567,41.717753,-87.531657,1
10568,41.717753,-87.531657,1
10569,41.717753,-87.531657,1
10570,41.717753,-87.531657,1
10571,41.717753,-87.531657,1
10572,41.717753,-87.531657,1
10573,41.717753,-87.531657,1
10582,41.702723999999996,-87.536497,1
10583,41.702723999999996,-87.536497,1
10584,41.702723999999996,-87.536497,1
10585,41.702723999999996,-87.536497,1
10586,41.702723999999996,-87.536497,1
10587,41.702723999999996,-87.536497,1
10588,41.702723999999996,-87.536497,1
10589,41.702723999999996,-87.536497,1
10590,41.984809000000006,-87.728492,1
10591,41.984809000000006,-87.728492,1
10592,41.984809000000006,-87.728492,1
10593,41.984809000000006,-87.728492,1
10594,41.984809000000006,-87.728492,1
10595,41.984809000000006,-87.728492,1
10596,41.984809000000006,-87.728492,1
10597,41.984809000000006,-87.728492,1
10598,41.772846,-87.740029,1
10599,41.772846,-87.740029,1
10600,41.772846,-87.740029,1
10601,41.772846,-87.740029,1
10602,41.772846,-87.740029,1
10603,41.772846,-87.740029,1
10604,41.772846,-87.740029,1
10605,41.772846,-87.740029,1
10614,41.659112,-87.53869300000001,1
10615,41.659112,-87.53869300000001,1
10616,41.659112,-87.53869300000001,1
10617,41.659112,-87.53869300000001,1
10618,41.659112,-87.53869300000001,1
10619,41.659112,-87.53869300000001,1
10620,41.659112,-87.53869300000001,1
10621,41.659112,-87.53869300000001,1
10622,41.992478000000006,-87.862995,1
10623,41.992478000000006,-87.862995,1
10624,41.992478000000006,-87.862995,1
10625,41.992478000000006,-87.862995,1
10626,41.992478000000006,-87.862995,1
10627,41.992478000000006,-87.862995,1
10628,41.992478000000006,-87.862995,1
10629,41.992478000000006,-87.862995,1
10630,41.974689,-87.890615,1
10631,41.974689,-87.890615,1
10632,41.974689,-87.890615,1
10633,41.974689,-87.890615,1
10634,41.974689,-87.890615,1
10635,41.974689,-87.890615,1
10636,41.974689,-87.890615,1
10637,41.974689,-87.890615,1
10638,41.957799,-87.930995,1
10639,41.957799,-87.930995,1
10640,41.957799,-87.930995,1
10641,41.957799,-87.930995,1
10642,41.957799,-87.930995,1
10643,41.957799,-87.930995,1
10644,41.957799,-87.930995,1
10645,41.957799,-87.930995,1
10646,41.690422999999996,-87.656929,1
10647,41.690422999999996,-87.656929,1
10648,41.690422999999996,-87.656929,1
10649,41.690422999999996,-87.656929,1
10650,41.690422999999996,-87.656929,1
10651,41.690422999999996,-87.656929,1
10652,41.690422999999996,-87.656929,1
10653,41.690422999999996,-87.656929,1
10662,41.675876,-87.651515,1
10663,41.675876,-87.651515,1
10664,41.675876,-87.651515,1
10665,41.675876,-87.651515,1
10666,41.675876,-87.651515,1
10667,41.675876,-87.651515,1
10668,41.675876,-87.651515,1
10669,41.675876,-87.651515,1
10694,41.95477,-87.73089,1
10695,41.95477,-87.73089,1
10696,41.95477,-87.73089,1
10697,41.95477,-87.73089,1
10698,41.95477,-87.73089,1
10699,41.95477,-87.73089,1
10700,41.95477,-87.73089,1
10701,41.95477,-87.73089,1
10702,41.933652,-87.738416,1
10703,41.933652,-87.738416,1
10704,41.933652,-87.738416,1
10705,41.933652,-87.738416,1
10706,41.933652,-87.738416,1
10707,41.933652,-87.738416,1
10708,41.933652,-87.738416,1
10709,41.933652,-87.738416,1
10710,41.94828,-87.74134000000001,1
10711,41.94828,-87.74134000000001,1
10712,41.94828,-87.74134000000001,1
10713,41.94828,-87.74134000000001,1
10714,41.94828,-87.74134000000001,1
10715,41.94828,-87.74134000000001,1
10716,41.94828,-87.74134000000001,1
10717,41.94828,-87.74134000000001,1
10718,41.925197999999995,-87.746381,1
10719,41.925197999999995,-87.746381,1
10720,41.925197999999995,-87.746381,1
10721,41.925197999999995,-87.746381,1
10722,41.925197999999995,-87.746381,1
10723,41.925197999999995,-87.746381,1
10724,41.925197999999995,-87.746381,1
10725,41.925197999999995,-87.746381,1
10726,41.973845000000004,-87.805059,1
10727,41.973845000000004,-87.805059,1
10728,41.973845000000004,-87.805059,1
10729,41.973845000000004,-87.805059,1
10730,41.973845000000004,-87.805059,1
10731,41.973845000000004,-87.805059,1
10732,41.973845000000004,-87.805059,1
10733,41.973845000000004,-87.805059,1
10734,41.743402,-87.731435,1
10735,41.743402,-87.731435,1
10736,41.743402,-87.731435,1
10737,41.743402,-87.731435,1
10738,41.743402,-87.731435,1
10739,41.743402,-87.731435,1
10740,41.743402,-87.731435,1
10741,41.743402,-87.731435,1
10750,41.947227000000005,-87.67145699999999,1
10751,41.947227000000005,-87.67145699999999,1
10752,41.947227000000005,-87.67145699999999,1
10753,41.947227000000005,-87.67145699999999,1
10754,41.947227000000005,-87.67145699999999,1
10755,41.947227000000005,-87.67145699999999,1
10756,41.947227000000005,-87.67145699999999,1
10757,41.947227000000005,-87.67145699999999,1
10774,41.904194,-87.756155,1
10775,41.904194,-87.756155,1
10776,41.904194,-87.756155,1
10777,41.904194,-87.756155,1
10778,41.904194,-87.756155,1
10779,41.904194,-87.756155,1
10780,41.904194,-87.756155,1
10781,41.904194,-87.756155,1
10782,41.951865999999995,-87.72505699999999,1
10783,41.951865999999995,-87.72505699999999,1
10784,41.951865999999995,-87.72505699999999,1
10785,41.951865999999995,-87.72505699999999,1
10786,41.951865999999995,-87.72505699999999,1
10787,41.951865999999995,-87.72505699999999,1
10788,41.951865999999995,-87.72505699999999,1
10789,41.951865999999995,-87.72505699999999,1
10790,41.763733,-87.742302,1
10791,41.763733,-87.742302,1
10792,41.763733,-87.742302,1
10793,41.763733,-87.742302,1
10794,41.763733,-87.742302,1
10795,41.763733,-87.742302,1
10796,41.763733,-87.742302,1
10797,41.763733,-87.742302,1
10798,41.98728,-87.666066,1
10799,41.98728,-87.666066,1
10800,41.98728,-87.666066,1
10801,41.98728,-87.666066,1
10802,41.98728,-87.666066,1
10803,41.98728,-87.666066,1
10804,41.98728,-87.666066,1
10805,41.98728,-87.666066,1
10814,41.965571000000004,-87.78197800000001,1
10815,41.965571000000004,-87.78197800000001,1
10816,41.965571000000004,-87.78197800000001,1
10817,41.965571000000004,-87.78197800000001,1
10818,41.965571000000004,-87.78197800000001,1
10819,41.965571000000004,-87.78197800000001,1
10820,41.965571000000004,-87.78197800000001,1
10821,41.965571000000004,-87.78197800000001,1
10822,41.951878,-87.789234,1
10823,41.951878,-87.789234,1
10824,41.951878,-87.789234,1
10825,41.951878,-87.789234,1
10826,41.951878,-87.789234,1
10827,41.951878,-87.789234,1
10828,41.951878,-87.789234,1
10829,41.951878,-87.789234,1
10830,42.009876,-87.807277,1
10831,42.009876,-87.807277,1
10832,42.009876,-87.807277,1
10833,42.009876,-87.807277,1
10834,42.009876,-87.807277,1
10835,42.009876,-87.807277,1
10836,42.009876,-87.807277,1
10837,42.009876,-87.807277,1
10854,41.994679,-87.770899,1
10855,41.994679,-87.770899,1
10856,41.994679,-87.770899,1
10857,41.994679,-87.770899,1
10858,41.994679,-87.770899,1
10859,41.994679,-87.770899,1
10860,41.994679,-87.770899,1
10861,41.994679,-87.770899,1
10878,41.777689,-87.749149,1
10879,41.777689,-87.749149,1
10880,41.777689,-87.749149,1
10881,41.777689,-87.749149,1
10882,41.777689,-87.749149,1
10883,41.777689,-87.749149,1
10884,41.777689,-87.749149,1
10885,41.777689,-87.749149,1
10902,41.95469,-87.800991,1
10903,41.95469,-87.800991,1
10904,41.95469,-87.800991,1
10905,41.95469,-87.800991,1
10906,41.95469,-87.800991,1
10907,41.95469,-87.800991,1
10908,41.95469,-87.800991,1
10909,41.95469,-87.800991,1
10910,41.994991,-87.769279,1
10911,41.994991,-87.769279,1
10912,41.994991,-87.769279,1
10913,41.994991,-87.769279,1
10914,41.994991,-87.769279,1
10915,41.994991,-87.769279,1
10916,41.994991,-87.769279,1
10917,41.994991,-87.769279,1
10918,41.974089,-87.824812,1
10919,41.974089,-87.824812,1
10920,41.974089,-87.824812,1
10921,41.974089,-87.824812,1
10922,41.974089,-87.824812,1
10923,41.974089,-87.824812,1
10924,41.974089,-87.824812,1
10925,41.974089,-87.824812,1
10974,41.688324,-87.676709,1
10975,41.688324,-87.676709,1
10976,41.688324,-87.676709,1
10977,41.688324,-87.676709,1
10978,41.688324,-87.676709,1
10979,41.688324,-87.676709,1
10980,41.688324,-87.676709,1
10981,41.688324,-87.676709,1
11014,41.999128999999996,-87.795585,1
11015,41.999128999999996,-87.795585,1
11016,41.999128999999996,-87.795585,1
11017,41.999128999999996,-87.795585,1
11018,41.999128999999996,-87.795585,1
11019,41.999128999999996,-87.795585,1
11020,41.999128999999996,-87.795585,1
11021,41.999128999999996,-87.795585,1
11022,42.01743,-87.68776899999999,1
11023,42.01743,-87.68776899999999,1
11024,42.01743,-87.68776899999999,1
11025,42.01743,-87.68776899999999,1
11026,42.01743,-87.68776899999999,1
11027,42.01743,-87.68776899999999,1
11028,42.01743,-87.68776899999999,1
11029,42.01743,-87.68776899999999,1
11030,41.907645,-87.760886,1
11031,41.907645,-87.760886,1
11032,41.907645,-87.760886,1
11033,41.907645,-87.760886,1
11034,41.907645,-87.760886,1
11035,41.907645,-87.760886,1
11036,41.907645,-87.760886,1
11037,41.907645,-87.760886,1
11046,41.981964000000005,-87.812827,1
11047,41.981964000000005,-87.812827,1
11048,41.981964000000005,-87.812827,1
11049,41.981964000000005,-87.812827,1
11050,41.981964000000005,-87.812827,1
11051,41.981964000000005,-87.812827,1
11052,41.981964000000005,-87.812827,1
11053,41.981964000000005,-87.812827,1
11054,41.944869,-87.832763,1
11055,41.944869,-87.832763,1
11056,41.944869,-87.832763,1
11057,41.944869,-87.832763,1
11058,41.944869,-87.832763,1
11059,41.944869,-87.832763,1
11060,41.944869,-87.832763,1
11061,41.944869,-87.832763,1
11062,42.011601,-87.81150600000001,1
11063,42.011601,-87.81150600000001,1
11064,42.011601,-87.81150600000001,1
11065,42.011601,-87.81150600000001,1
11066,42.011601,-87.81150600000001,1
11067,42.011601,-87.81150600000001,1
11068,42.011601,-87.81150600000001,1
11069,42.011601,-87.81150600000001,1
11070,42.011601,-87.81150600000001,1
11079,41.979243,-87.750938,1
11080,41.979243,-87.750938,1
11081,41.979243,-87.750938,1
11082,41.979243,-87.750938,1
11083,41.979243,-87.750938,1
11084,41.979243,-87.750938,1
11085,41.979243,-87.750938,1
11086,41.979243,-87.750938,1
11087,41.986921,-87.689778,1
11088,41.986921,-87.689778,1
11089,41.986921,-87.689778,1
11090,41.986921,-87.689778,1
11091,41.986921,-87.689778,1
11092,41.986921,-87.689778,1
11093,41.986921,-87.689778,1
11094,41.986921,-87.689778,1
11095,41.801497999999995,-87.763416,1
11096,41.801497999999995,-87.763416,1
11097,41.801497999999995,-87.763416,1
