,Latitude,Longitude,Datetime,yr,mo,day,cluster
126,41.970648333333294,-87.7892433333333,2011-09-07,2011,9,7,1
127,41.9709966666667,-87.7892333333333,2011-09-07,2011,9,7,1
128,41.9713833333333,-87.789225,2011-09-07,2011,9,7,1
129,41.971709999999995,-87.78922666666669,2011-09-07,2011,9,7,1
130,41.972065,-87.7892483333333,2011-09-07,2011,9,7,1
131,41.972455,-87.7892433333333,2011-09-07,2011,9,7,1
132,41.972809999999996,-87.7892466666667,2011-09-07,2011,9,7,1
133,41.9731466666667,-87.7892366666667,2011-09-07,2011,9,7,1
134,41.9734183333333,-87.7892183333333,2011-09-07,2011,9,7,1
135,41.974101666666705,-87.7892283333333,2011-09-07,2011,9,7,1
136,41.9745866666667,-87.7892166666667,2011-09-07,2011,9,7,1
137,41.974948333333295,-87.7892083333333,2011-09-07,2011,9,7,1
138,41.975466666666705,-87.7891733333333,2011-09-07,2011,9,7,1
139,41.975953333333294,-87.78916,2011-09-07,2011,9,7,1
140,41.976428333333295,-87.7891383333333,2011-09-07,2011,9,7,1
141,41.976806666666704,-87.7891483333333,2011-09-07,2011,9,7,1
142,41.9771966666667,-87.78914,2011-09-07,2011,9,7,1
143,41.9775283333333,-87.7891566666667,2011-09-07,2011,9,7,1
144,41.9779583333333,-87.7891516666667,2011-09-07,2011,9,7,1
145,41.97835,-87.7891633333333,2011-09-07,2011,9,7,1
146,41.978745,-87.7891433333333,2011-09-07,2011,9,7,1
147,41.97916,-87.7891316666667,2011-09-07,2011,9,7,1
148,41.9799,-87.789125,2011-09-07,2011,9,7,1
149,41.980413333333296,-87.7891183333333,2011-09-07,2011,9,7,1
150,41.980715000000004,-87.7897016666667,2011-09-07,2011,9,7,1
151,41.980751666666706,-87.79012,2011-09-07,2011,9,7,1
152,41.980585,-87.7902266666667,2011-09-07,2011,9,7,1
153,41.9802516666667,-87.7902133333333,2011-09-07,2011,9,7,1
154,41.97995,-87.7902183333333,2011-09-07,2011,9,7,1
155,41.9795966666667,-87.7902083333333,2011-09-07,2011,9,7,1
156,41.9793116666667,-87.790195,2011-09-07,2011,9,7,1
157,41.979005,-87.7902033333333,2011-09-07,2011,9,7,1
158,41.9786366666667,-87.7902016666667,2011-09-07,2011,9,7,1
159,41.978331666666705,-87.79019833333331,2011-09-07,2011,9,7,1
160,41.977709999999995,-87.790205,2011-09-07,2011,9,7,1
161,41.977343333333295,-87.7902133333333,2011-09-07,2011,9,7,1
162,41.97710666666671,-87.7902366666667,2011-09-07,2011,9,7,1
163,41.9767066666667,-87.7902233333333,2011-09-07,2011,9,7,1
164,41.9762983333333,-87.79024,2011-09-07,2011,9,7,1
165,41.975905,-87.7902516666667,2011-09-07,2011,9,7,1
166,41.9755883333333,-87.7902416666667,2011-09-07,2011,9,7,1
167,41.97526,-87.790225,2011-09-07,2011,9,7,1
168,41.9748033333333,-87.7902466666667,2011-09-07,2011,9,7,1
169,41.97428,-87.79024333333331,2011-09-07,2011,9,7,1
170,41.973785,-87.790255,2011-09-07,2011,9,7,1
171,41.973175,-87.7902683333333,2011-09-07,2011,9,7,1
172,41.972635,-87.79028000000001,2011-09-07,2011,9,7,1
173,41.97225833333329,-87.7902966666667,2011-09-07,2011,9,7,1
174,41.971703333333295,-87.7903133333333,2011-09-07,2011,9,7,1
175,41.971109999999996,-87.7903216666667,2011-09-07,2011,9,7,1
176,41.9706166666667,-87.79034,2011-09-07,2011,9,7,1
177,41.970415,-87.7904883333333,2011-09-07,2011,9,7,1
178,41.970898333333295,-87.79150666666669,2011-09-07,2011,9,7,1
179,41.971325,-87.7915033333333,2011-09-07,2011,9,7,1
180,41.971793333333295,-87.791505,2011-09-07,2011,9,7,1
181,41.9722316666667,-87.7915216666667,2011-09-07,2011,9,7,1
182,41.9727233333333,-87.791525,2011-09-07,2011,9,7,1
183,41.9732383333333,-87.7915283333333,2011-09-07,2011,9,7,1
184,41.973684999999996,-87.7915333333333,2011-09-07,2011,9,7,1
185,41.9742433333333,-87.791545,2011-09-07,2011,9,7,1
186,41.974731666666706,-87.79154,2011-09-07,2011,9,7,1
187,41.9752316666667,-87.791545,2011-09-07,2011,9,7,1
188,41.97568333333329,-87.7915766666667,2011-09-07,2011,9,7,1
189,41.976125,-87.79159666666669,2011-09-07,2011,9,7,1
190,41.97661,-87.79159,2011-09-07,2011,9,7,1
191,41.97706166666671,-87.791575,2011-09-07,2011,9,7,1
192,41.9774516666667,-87.7915616666667,2011-09-07,2011,9,7,1
193,41.9779366666667,-87.7915466666667,2011-09-07,2011,9,7,1
194,41.9784333333333,-87.7915366666667,2011-09-07,2011,9,7,1
195,41.97887,-87.7915283333333,2011-09-07,2011,9,7,1
196,41.978984999999994,-87.79125,2011-09-07,2011,9,7,1
197,41.979003333333296,-87.7907383333333,2011-09-07,2011,9,7,1
198,41.9792083333333,-87.79035,2011-09-07,2011,9,7,1
199,41.979698333333296,-87.79034166666669,2011-09-07,2011,9,7,1
200,41.980188333333295,-87.790335,2011-09-07,2011,9,7,1
201,41.980656666666704,-87.7903283333333,2011-09-07,2011,9,7,1
202,41.980805,-87.7907416666667,2011-09-07,2011,9,7,1
203,41.98082166666671,-87.79143499999999,2011-09-07,2011,9,7,1
204,41.980841666666706,-87.7920583333333,2011-09-07,2011,9,7,1
205,41.980405,-87.7926283333333,2011-09-07,2011,9,7,1
206,41.977661666666705,-87.7926816666667,2011-09-07,2011,9,7,1
207,41.9771,-87.79268,2011-09-07,2011,9,7,1
208,41.97654666666671,-87.7926883333333,2011-09-07,2011,9,7,1
209,41.9759966666667,-87.7927083333333,2011-09-07,2011,9,7,1
210,41.9755866666667,-87.79271,2011-09-07,2011,9,7,1
211,41.975131666666705,-87.7927016666667,2011-09-07,2011,9,7,1
212,41.9747116666667,-87.792675,2011-09-07,2011,9,7,1
213,41.97419,-87.79271,2011-09-07,2011,9,7,1
214,41.9737,-87.792705,2011-09-07,2011,9,7,1
215,41.9731483333333,-87.79271999999999,2011-09-07,2011,9,7,1
216,41.9726283333333,-87.7927333333333,2011-09-07,2011,9,7,1
217,41.9722033333333,-87.79274000000001,2011-09-07,2011,9,7,1
218,41.9716916666667,-87.79276,2011-09-07,2011,9,7,1
219,41.971123333333296,-87.7927666666667,2011-09-07,2011,9,7,1
220,41.970625,-87.7927816666667,2011-09-07,2011,9,7,1
221,41.9701266666667,-87.7928,2011-09-07,2011,9,7,1
222,41.969605,-87.7927916666667,2011-09-07,2011,9,7,2
223,41.969055,-87.79281,2011-09-07,2011,9,7,2
224,41.968615,-87.7930466666667,2011-09-07,2011,9,7,2
225,41.96859,-87.7938466666667,2011-09-07,2011,9,7,2
226,41.9687816666667,-87.79401666666669,2011-09-07,2011,9,7,2
227,41.969238333333294,-87.79403,2011-09-07,2011,9,7,2
228,41.9697216666667,-87.79401666666669,2011-09-07,2011,9,7,2
229,41.9701716666667,-87.794005,2011-09-07,2011,9,7,1
230,41.970575,-87.794015,2011-09-07,2011,9,7,1
231,41.971000000000004,-87.7940183333333,2011-09-07,2011,9,7,1
232,41.971445,-87.79401,2011-09-07,2011,9,7,1
233,41.971885,-87.79400333333331,2011-09-07,2011,9,7,1
234,41.972441666666704,-87.79401,2011-09-07,2011,9,7,1
235,41.973043333333294,-87.7939883333333,2011-09-07,2011,9,7,1
236,41.974101666666705,-87.7939733333333,2011-09-07,2011,9,7,1
237,41.97469,-87.79396,2011-09-07,2011,9,7,1
238,41.975151666666704,-87.7939533333333,2011-09-07,2011,9,7,1
239,41.975584999999995,-87.7939516666667,2011-09-07,2011,9,7,1
240,41.97613,-87.7939433333333,2011-09-07,2011,9,7,1
241,41.976620000000004,-87.79392666666669,2011-09-07,2011,9,7,1
242,41.97707,-87.7939166666667,2011-09-07,2011,9,7,1
243,41.9776633333333,-87.7939116666667,2011-09-07,2011,9,7,1
244,41.9781366666667,-87.7939016666667,2011-09-07,2011,9,7,1
245,41.978716666666706,-87.7939116666667,2011-09-07,2011,9,7,1
246,41.979255,-87.7939016666667,2011-09-07,2011,9,7,1
247,41.9797983333333,-87.7938983333333,2011-09-07,2011,9,7,1
248,41.97803,-87.7950816666667,2011-09-07,2011,9,7,1
249,41.9775216666667,-87.7950933333333,2011-09-07,2011,9,7,1
250,41.977028333333294,-87.7951066666667,2011-09-07,2011,9,7,1
251,41.976615,-87.7951133333333,2011-09-07,2011,9,7,1
252,41.9762866666667,-87.7951216666667,2011-09-07,2011,9,7,1
253,41.97585,-87.7951416666667,2011-09-07,2011,9,7,1
254,41.9755066666667,-87.79513,2011-09-07,2011,9,7,1
255,41.975063333333296,-87.7951033333333,2011-09-07,2011,9,7,1
256,41.974526666666705,-87.795105,2011-09-07,2011,9,7,1
257,41.9740383333333,-87.7951033333333,2011-09-07,2011,9,7,1
258,41.97354,-87.79512,2011-09-07,2011,9,7,1
259,41.9729916666667,-87.7951316666667,2011-09-07,2011,9,7,1
260,41.972425,-87.7951466666667,2011-09-07,2011,9,7,1
261,41.971858333333294,-87.7951583333333,2011-09-07,2011,9,7,1
262,41.97137,-87.7951716666667,2011-09-07,2011,9,7,1
263,41.97085,-87.7951833333333,2011-09-07,2011,9,7,1
264,41.97038,-87.79518166666669,2011-09-07,2011,9,7,1
265,41.969784999999995,-87.79519499999999,2011-09-07,2011,9,7,2
266,41.9692116666667,-87.7952033333333,2011-09-07,2011,9,7,2
267,41.968615,-87.7952683333333,2011-09-07,2011,9,7,2
268,41.968579999999996,-87.796065,2011-09-07,2011,9,7,2
269,41.9687616666667,-87.79645,2011-09-07,2011,9,7,2
270,41.9692783333333,-87.7964433333333,2011-09-07,2011,9,7,2
271,41.969778333333295,-87.7964433333333,2011-09-07,2011,9,7,2
272,41.970186666666706,-87.7964466666667,2011-09-07,2011,9,7,1
273,41.97072,-87.7964533333333,2011-09-07,2011,9,7,1
274,41.9713166666667,-87.79644,2011-09-07,2011,9,7,1
275,41.971791666666704,-87.79644499999999,2011-09-07,2011,9,7,1
276,41.971968333333294,-87.7972466666667,2011-09-07,2011,9,7,1
277,41.97201,-87.79759666666669,2011-09-07,2011,9,7,1
278,41.9725,-87.7976083333333,2011-09-07,2011,9,7,1
279,41.972958333333295,-87.7976083333333,2011-09-07,2011,9,7,1
280,41.973496666666705,-87.7976133333333,2011-09-07,2011,9,7,1
281,41.974035,-87.7976083333333,2011-09-07,2011,9,7,1
282,41.974658333333295,-87.7976116666667,2011-09-07,2011,9,7,1
283,41.975198333333296,-87.7976033333333,2011-09-07,2011,9,7,1
284,41.9756483333333,-87.7976016666667,2011-09-07,2011,9,7,1
285,41.9762383333333,-87.79759,2011-09-07,2011,9,7,1
286,41.9768466666667,-87.7975983333333,2011-09-07,2011,9,7,1
287,41.97818,-87.79757,2011-09-07,2011,9,7,1
288,41.978663333333294,-87.79759,2011-09-07,2011,9,7,1
289,41.979111666666704,-87.7976966666667,2011-09-07,2011,9,7,1
290,41.97972,-87.7976816666667,2011-09-07,2011,9,7,1
291,41.9802933333333,-87.7976916666667,2011-09-07,2011,9,7,1
292,41.9808883333333,-87.7976816666667,2011-09-07,2011,9,7,1
293,41.9812233333333,-87.79768,2011-09-07,2011,9,7,1
294,41.9816033333333,-87.7984666666667,2011-09-07,2011,9,7,1
295,41.98154,-87.79883833333331,2011-09-07,2011,9,7,1
296,41.9810966666667,-87.79885166666669,2011-09-07,2011,9,7,1
297,41.980554999999995,-87.79885,2011-09-07,2011,9,7,1
298,41.980025,-87.79885166666669,2011-09-07,2011,9,7,1
299,41.979513333333294,-87.7988666666667,2011-09-07,2011,9,7,1
300,41.97917,-87.7987716666667,2011-09-07,2011,9,7,1
301,41.9786583333333,-87.7987633333333,2011-09-07,2011,9,7,1
302,41.9781466666667,-87.7987733333333,2011-09-07,2011,9,7,1
303,41.97762,-87.798775,2011-09-07,2011,9,7,1
304,41.977140000000006,-87.7987766666667,2011-09-07,2011,9,7,1
305,41.97651,-87.798775,2011-09-07,2011,9,7,1
306,41.975916666666706,-87.7987733333333,2011-09-07,2011,9,7,1
307,41.9753716666667,-87.798775,2011-09-07,2011,9,7,1
308,41.974841666666705,-87.79879,2011-09-07,2011,9,7,1
309,41.974265,-87.798805,2011-09-07,2011,9,7,1
310,41.97377,-87.7987966666667,2011-09-07,2011,9,7,1
311,41.973175,-87.798805,2011-09-07,2011,9,7,1
312,41.972953333333294,-87.7989666666667,2011-09-07,2011,9,7,1
313,41.972621666666704,-87.7990483333333,2011-09-07,2011,9,7,1
314,41.97211,-87.798975,2011-09-07,2011,9,7,1
315,41.971638333333296,-87.7988133333333,2011-09-07,2011,9,7,1
316,41.97103,-87.79883833333331,2011-09-07,2011,9,7,1
317,41.9704783333333,-87.7988366666667,2011-09-07,2011,9,7,1
318,41.969998333333294,-87.7988216666667,2011-09-07,2011,9,7,2
319,41.969441666666704,-87.7988483333333,2011-09-07,2011,9,7,2
320,41.968855,-87.7988666666667,2011-09-07,2011,9,7,2
321,41.9685383333333,-87.799545,2011-09-07,2011,9,7,2
322,41.968636666666704,-87.8000966666667,2011-09-07,2011,9,7,2
323,41.969055,-87.8000716666667,2011-09-07,2011,9,7,2
324,41.969528333333294,-87.8000716666667,2011-09-07,2011,9,7,2
325,41.96998,-87.80006,2011-09-07,2011,9,7,2
326,41.97032,-87.80004,2011-09-07,2011,9,7,1
327,41.97085,-87.800045,2011-09-07,2011,9,7,1
328,41.9713783333333,-87.8000383333333,2011-09-07,2011,9,7,1
329,41.97191,-87.8000333333333,2011-09-07,2011,9,7,1
330,41.972511666666705,-87.80003,2011-09-07,2011,9,7,1
331,41.9731116666667,-87.8000183333333,2011-09-07,2011,9,7,1
332,41.97357,-87.8000016666667,2011-09-07,2011,9,7,1
333,41.97402,-87.7999983333333,2011-09-07,2011,9,7,1
334,41.97469,-87.7999966666667,2011-09-07,2011,9,7,1
335,41.975261666666704,-87.7999766666667,2011-09-07,2011,9,7,1
336,41.975466666666705,-87.8001433333333,2011-09-07,2011,9,7,1
337,41.9754733333333,-87.8008916666667,2011-09-07,2011,9,7,1
338,41.9752533333333,-87.8011816666667,2011-09-07,2011,9,7,1
339,41.974815,-87.80119499999999,2011-09-07,2011,9,7,1
340,41.9743283333333,-87.8011883333333,2011-09-07,2011,9,7,1
341,41.9739533333333,-87.8012083333333,2011-09-07,2011,9,7,1
342,41.97354,-87.80120500000001,2011-09-07,2011,9,7,1
343,41.972981666666705,-87.801215,2011-09-07,2011,9,7,1
344,41.9724516666667,-87.8012233333333,2011-09-07,2011,9,7,1
345,41.971971666666704,-87.80124,2011-09-07,2011,9,7,1
346,41.97139,-87.8012416666667,2011-09-07,2011,9,7,1
347,41.970755,-87.80125833333331,2011-09-07,2011,9,7,1
348,41.970141666666706,-87.8012716666667,2011-09-07,2011,9,7,1
349,41.96965166666671,-87.80127,2011-09-07,2011,9,7,2
350,41.9691183333333,-87.801305,2011-09-07,2011,9,7,2
351,41.9686033333333,-87.8013316666667,2011-09-07,2011,9,7,2
352,41.968441666666706,-87.8017133333333,2011-09-07,2011,9,7,2
353,41.968435,-87.8024466666667,2011-09-07,2011,9,7,2
354,41.968825,-87.8025233333333,2011-09-07,2011,9,7,2
355,41.969365,-87.8024966666667,2011-09-07,2011,9,7,2
356,41.9698566666667,-87.80248,2011-09-07,2011,9,7,2
357,41.970673333333295,-87.80246,2011-09-07,2011,9,7,1
358,41.971171666666706,-87.8024466666667,2011-09-07,2011,9,7,1
359,41.971678333333294,-87.80246,2011-09-07,2011,9,7,1
360,41.972155,-87.802465,2011-09-07,2011,9,7,1
361,41.972686666666704,-87.8024566666667,2011-09-07,2011,9,7,1
362,41.973255,-87.8024533333333,2011-09-07,2011,9,7,1
363,41.9737933333333,-87.8024416666667,2011-09-07,2011,9,7,1
364,41.9743316666667,-87.8024283333333,2011-09-07,2011,9,7,1
365,41.974788333333294,-87.8024383333333,2011-09-07,2011,9,7,1
366,41.975221666666705,-87.80243166666669,2011-09-07,2011,9,7,1
367,41.97542,-87.8024333333333,2011-09-07,2011,9,7,1
368,41.9758983333333,-87.8024366666667,2011-09-07,2011,9,7,1
369,41.976386666666706,-87.80243,2011-09-07,2011,9,7,1
370,41.97692666666671,-87.80242,2011-09-07,2011,9,7,1
371,41.9774233333333,-87.8024216666667,2011-09-07,2011,9,7,1
372,41.97795,-87.8024066666667,2011-09-07,2011,9,7,1
373,41.9784516666667,-87.8023833333333,2011-09-07,2011,9,7,1
374,41.979023333333295,-87.8023683333333,2011-09-07,2011,9,7,1
375,41.979645,-87.8023683333333,2011-09-07,2011,9,7,1
376,41.980991666666704,-87.8023516666667,2011-09-07,2011,9,7,1
377,41.981483333333294,-87.802335,2011-09-07,2011,9,7,1
378,41.9817266666667,-87.802965,2011-09-07,2011,9,7,1
379,41.981713333333296,-87.80344833333331,2011-09-07,2011,9,7,1
380,41.981331666666705,-87.803485,2011-09-07,2011,9,7,1
381,41.980903333333295,-87.80351999999999,2011-09-07,2011,9,7,1
382,41.980438333333296,-87.8035183333333,2011-09-07,2011,9,7,1
383,41.9801333333333,-87.8035316666667,2011-09-07,2011,9,7,1
384,41.979659999999996,-87.8035583333333,2011-09-07,2011,9,7,1
385,41.979251666666705,-87.8035616666667,2011-09-07,2011,9,7,1
386,41.9787916666667,-87.8035533333333,2011-09-07,2011,9,7,1
387,41.978263333333295,-87.803565,2011-09-07,2011,9,7,1
388,41.9778983333333,-87.80362833333331,2011-09-07,2011,9,7,1
389,41.9778733333333,-87.8042833333333,2011-09-07,2011,9,7,1
390,41.9785216666667,-87.8046733333333,2011-09-07,2011,9,7,1
391,41.979096666666706,-87.80465833333331,2011-09-07,2011,9,7,1
392,41.979729999999996,-87.80466,2011-09-07,2011,9,7,1
393,41.980326666666706,-87.80465500000001,2011-09-07,2011,9,7,1
394,41.9806233333333,-87.8046483333333,2011-09-07,2011,9,7,1
395,41.981238333333295,-87.804645,2011-09-07,2011,9,7,1
396,41.9790816666667,-87.80386,2011-09-07,2011,9,7,1
397,41.9791283333333,-87.8045716666667,2011-09-07,2011,9,7,1
398,41.978688333333295,-87.8047066666667,2011-09-07,2011,9,7,1
399,41.9781383333333,-87.8047183333333,2011-09-07,2011,9,7,1
400,41.97765333333329,-87.8047316666667,2011-09-07,2011,9,7,1
401,41.9772066666667,-87.804725,2011-09-07,2011,9,7,1
402,41.9767683333333,-87.80473,2011-09-07,2011,9,7,1
403,41.97619,-87.8047516666667,2011-09-07,2011,9,7,1
404,41.97513666666671,-87.80476166666669,2011-09-07,2011,9,7,1
405,41.9747533333333,-87.8047666666667,2011-09-07,2011,9,7,1
406,41.974298333333294,-87.8047783333333,2011-09-07,2011,9,7,1
407,41.973943333333295,-87.8047716666667,2011-09-07,2011,9,7,1
408,41.97382,-87.80434,2011-09-07,2011,9,7,1
409,41.97382,-87.80394333333331,2011-09-07,2011,9,7,1
410,41.9737933333333,-87.80367333333331,2011-09-07,2011,9,7,1
411,41.973808333333295,-87.8029783333333,2011-09-07,2011,9,7,1
412,41.97381,-87.8023833333333,2011-09-07,2011,9,7,1
413,41.9738216666667,-87.801585,2011-09-07,2011,9,7,1
414,41.973831666666705,-87.80075,2011-09-07,2011,9,7,1
415,41.973835,-87.7999216666667,2011-09-07,2011,9,7,1
416,41.9738466666667,-87.799155,2011-09-07,2011,9,7,1
417,41.973851666666704,-87.7967833333333,2011-09-07,2011,9,7,1
418,41.9738683333333,-87.79515500000001,2011-09-07,2011,9,7,1
419,41.9738883333333,-87.7944066666667,2011-09-07,2011,9,7,1
420,41.973896666666704,-87.79347,2011-09-07,2011,9,7,1
421,41.973893333333294,-87.792565,2011-09-07,2011,9,7,1
422,41.9738883333333,-87.7909516666667,2011-09-07,2011,9,7,1
423,41.973890000000004,-87.7900166666667,2011-09-07,2011,9,7,1
424,41.9739033333333,-87.78914,2011-09-07,2011,9,7,1
425,41.973890000000004,-87.7885316666667,2011-09-07,2011,9,7,1
426,41.9721383333333,-87.7882966666667,2011-09-07,2011,9,7,1
427,41.9720683333333,-87.788915,2011-09-07,2011,9,7,1
428,41.97205,-87.7894816666667,2011-09-07,2011,9,7,1
429,41.972035,-87.79024333333331,2011-09-07,2011,9,7,1
430,41.97203,-87.790975,2011-09-07,2011,9,7,1
431,41.97202,-87.7918166666667,2011-09-07,2011,9,7,1
432,41.972,-87.79266333333331,2011-09-07,2011,9,7,1
433,41.971971666666704,-87.79346,2011-09-07,2011,9,7,1
434,41.9719783333333,-87.7942183333333,2011-09-07,2011,9,7,1
435,41.971973333333295,-87.7950433333333,2011-09-07,2011,9,7,1
436,41.971956666666706,-87.7958533333333,2011-09-07,2011,9,7,1
437,41.971956666666706,-87.7967283333333,2011-09-07,2011,9,7,1
438,41.971955,-87.7974783333333,2011-09-07,2011,9,7,1
439,41.971956666666706,-87.7983383333333,2011-09-07,2011,9,7,1
440,41.9719366666667,-87.799145,2011-09-07,2011,9,7,1
441,41.971926666666704,-87.7998916666667,2011-09-07,2011,9,7,1
442,41.9718916666667,-87.8007333333333,2011-09-07,2011,9,7,1
443,41.97189,-87.8015733333333,2011-09-07,2011,9,7,1
444,41.971895,-87.80239,2011-09-07,2011,9,7,1
445,41.971883333333295,-87.8032433333333,2011-09-07,2011,9,7,1
446,41.97187,-87.8040816666667,2011-09-07,2011,9,7,1
447,41.971861666666705,-87.8049133333333,2011-09-07,2011,9,7,1
448,41.971861666666705,-87.8057366666667,2011-09-07,2011,9,7,1
449,41.971861666666705,-87.80651999999999,2011-09-07,2011,9,7,1
450,41.970161666666705,-87.8065916666667,2011-09-07,2011,9,7,1
451,41.970163333333296,-87.80604833333331,2011-09-07,2011,9,7,1
452,41.970165,-87.8053116666667,2011-09-07,2011,9,7,1
453,41.970158333333295,-87.804705,2011-09-07,2011,9,7,1
454,41.970163333333296,-87.803965,2011-09-07,2011,9,7,1
455,41.970178333333294,-87.8031966666667,2011-09-07,2011,9,7,1
456,41.970181666666704,-87.80238666666669,2011-09-07,2011,9,7,1
457,41.9701933333333,-87.8015733333333,2011-09-07,2011,9,7,1
458,41.9701933333333,-87.8008033333333,2011-09-07,2011,9,7,1
459,41.9701883333333,-87.800025,2011-09-07,2011,9,7,1
460,41.97019833333329,-87.79913499999999,2011-09-07,2011,9,7,1
461,41.9702016666667,-87.798375,2011-09-07,2011,9,7,1
462,41.9702383333333,-87.7978766666667,2011-09-07,2011,9,7,1
463,41.9702383333333,-87.7972216666667,2011-09-07,2011,9,7,1
464,41.970304999999996,-87.7967716666667,2011-09-07,2011,9,7,1
465,41.9702983333333,-87.7961866666667,2011-09-07,2011,9,7,1
466,41.970304999999996,-87.7956366666667,2011-09-07,2011,9,7,1
467,41.970321666666706,-87.7949333333333,2011-09-07,2011,9,7,1
468,41.97028833333329,-87.794435,2011-09-07,2011,9,7,1
469,41.970291666666704,-87.793615,2011-09-07,2011,9,7,1
470,41.970290000000006,-87.7928533333333,2011-09-07,2011,9,7,1
471,41.9703016666667,-87.79209,2011-09-07,2011,9,7,1
472,41.9703033333333,-87.7913833333333,2011-09-07,2011,9,7,1
473,41.97032,-87.79063000000001,2011-09-07,2011,9,7,1
474,41.9703266666667,-87.7900816666667,2011-09-07,2011,9,7,1
475,41.9703516666667,-87.7894933333333,2011-09-07,2011,9,7,1
476,41.982766666666706,-87.7881916666667,2011-09-07,2011,9,7,1
477,41.9827266666667,-87.7887366666667,2011-09-07,2011,9,7,1
478,41.982743333333296,-87.789485,2011-09-07,2011,9,7,1
479,41.982741666666705,-87.7902766666667,2011-09-07,2011,9,7,1
480,41.9827533333333,-87.791015,2011-09-07,2011,9,7,1
481,41.982755,-87.79169499999999,2011-09-07,2011,9,7,1
482,41.98277,-87.7924566666667,2011-09-07,2011,9,7,1
483,41.98337,-87.7928416666667,2011-09-07,2011,9,7,1
484,41.9839166666667,-87.7930883333333,2011-09-07,2011,9,7,1
485,41.9839166666667,-87.7930883333333,2011-09-07,2011,9,7,1
486,41.9849883333333,-87.7935633333333,2011-09-07,2011,9,7,1
487,41.985455,-87.7937966666667,2011-09-07,2011,9,7,1
488,41.985865000000004,-87.79398,2011-09-07,2011,9,7,1
489,41.98646,-87.794225,2011-09-07,2011,9,7,1
490,41.98646,-87.794225,2011-09-07,2011,9,7,1
491,41.98646,-87.794225,2011-09-07,2011,9,7,1
492,41.98646,-87.794225,2011-09-07,2011,9,7,1
493,41.98646,-87.794225,2011-09-07,2011,9,7,1
494,41.98646,-87.794225,2011-09-07,2011,9,7,1
495,41.98646,-87.794225,2011-09-07,2011,9,7,1
496,41.98646,-87.794225,2011-09-07,2011,9,7,1
497,41.98646,-87.794225,2011-09-07,2011,9,7,1
498,41.98646,-87.794225,2011-09-07,2011,9,7,1
499,41.98646,-87.794225,2011-09-07,2011,9,7,1
500,41.98646,-87.794225,2011-09-07,2011,9,7,1
501,41.98646,-87.794225,2011-09-07,2011,9,7,1
502,41.98646,-87.794225,2011-09-07,2011,9,7,1
503,41.98646,-87.794225,2011-09-07,2011,9,7,1
504,41.98646,-87.794225,2011-09-07,2011,9,7,1
505,41.98646,-87.794225,2011-09-07,2011,9,7,1
506,41.98646,-87.794225,2011-09-07,2011,9,7,1
507,41.98646,-87.794225,2011-09-07,2011,9,7,1
508,41.98646,-87.794225,2011-09-07,2011,9,7,1
509,41.98646,-87.794225,2011-09-07,2011,9,7,1
510,41.98646,-87.794225,2011-09-07,2011,9,7,1
511,41.98646,-87.794225,2011-09-07,2011,9,7,1
512,41.98646,-87.794225,2011-09-07,2011,9,7,1
513,41.98646,-87.794225,2011-09-07,2011,9,7,1
514,41.98646,-87.794225,2011-09-07,2011,9,7,1
515,41.98646,-87.794225,2011-09-07,2011,9,7,1
